id,question,answer
1327,یارَشِیْدَۃُ فِیْ النَّذْرَ ترکیب و ترجمہ,یا حرف نداء قائم مقام ادعو صیغہ واحد متکلم اس میں انا ضمیر فاعل \nرشیدۃ لفظا مبنی علی الضم محلا منصوب مفعول بہ \nفعل اپنے فاعل اور مفعول بہ سے ملکر جملہ فعلیہ انشائیہ ہوا \nفی فعل اس میں یاء ضمیر واحد مخاطبہ کی فاعل النذر مفعول بہ \nفعل اپنے فاعل اور مفعول بہ سے ملکر جملہ فعلیہ انشائیہ \nفی صیغہ واحد مؤنث حاضر فعل امر حاضر معروف ثلاثی مجرد لفیف مفروق از باب ضرب یضرب (وفی یفی)
1328,ضمیر بارز کسکو کہتے ہیں,وہ ضمیر جو ظاہر ہوتی ہیں جیسے انا انت ھو ھما وغیرہ
1329,کیا    ذھبوا    میں ھم ضمیر ھوگا یا واو,واؤ ضمیر فاعل ہوگی
1330,أأخذ میں کونسا قاعدہ لگا ہوا ھے \n,مہموز کا قاعدہ نمبر ایک جب دو ہمزہ ایک ساتھ جمع ہو جائیں پہلا متحرک دوسرا ساکن ہو تو دوسرے ہمزہ کو پہلے والی کی حرکت کے مطابق بدلنا واجب ہے
1331,اسلمنا کون سی باب,باب افعال
1332,اقل سفر تتغیر بہ الاحکام  کی نحوی ترکیب,https://www.youtube.com/live/xYpHju_zvXs?si=KdA_Zo4cC9utS-B8
1333,سمّٰعونَ کی صرفی تحقیق کیا ہوگی؟,صیغہ جمع مذکر سالم اسم مبالغہ ثلاثی مجرد صحیح از باب سمع یسمع
1334,منادی کا اعراب,منادی کا اعراب تین طرح آتا ہے \nاگر یہ مفرد معرفہ یا نکرہ معینہ ہوں تو لفظوں میں مبنی علی الضم ہوں گے اور محلا منصوب ہوں گے \nجب یہ مضاف یا مشابہ مضاف ہوں یا نکرہ غیر غیر معینہ ہوں تو منصوب ہوں گے
1335,اھریقوا کونسا صیغہ ہے,أھریقوا صیغہ جمع مذکر غائب فعل ماضی مثبت معروف ثلاثی مزید فیہ اجوف یائی از باب افعال \nاصل میں أریقوا تھا اس میں ھاء زائدہ ہے اور خلاف قیاس ہوتا ہے \nعنقود الزواہر . الممتع الکبیر میں مزید ملاحظہ فرمائیں
1336,إنه لا يدخل المرفقان والكعبان في الغسل. اس جملے كا تركيب كيسے هوگا ؟,ان حرف مشبہ بالفعل ھاء ضمیر منصوب متصل ان کا اسم \n\nلا یدخل فعل \nالمرفقان معطوف علیہ \nو حرف عطف \nالکعبان معطوف \nمعطوف علیہ معطوف ملکر لا یدخل کا فاعل \nفی جار الغسل مجرور جار مجرور ملکر ظرف لغو \nفعل فاعل ظرف لغو ملکر جملہ فعلیہ خبریہ ہو کر ان کی خبر \nان اپنے اسم و خبر سے ملکر جملہ اسمیہ خبریہ
1337,مسیرۃ کی صرفی تحقیق کر دیں ؟,https://www.youtube.com/live/xYpHju_zvXs?si=KdA_Zo4cC9utS-B8
1338,امراؤ  کی صرفی تحقیق بتاے \n\n,اسم جامد ثلاثی مزید فیہ مہموز اللام \nشروع میں ھمزہ زائدہ ہے \nاور حرف اصلی م ر ء ہیں
1339,الثانی واجب للطواف میں مسند اور مسند الیہ کون ہوگا\n\n,الثانی مسند الیہ واجب للطواف مسند
1340,قال قال رسول اللہ میں دوسرا قال کیا واقع ہوا ہے\n,دوسرا قال فعل رسول اللہ فاعل ہے جملہ فعلیہ ہو کر پہلے قال کا مقولہ ہے
1341,ماذا رایت میں رایت اسم استفہام میں کس طرح عمل کررہا ہے,ماذا رأیت کا مطلب ہے تو نے کیا دیکھا \nتو ماذا رایت کا مفعول بہ ہے
1342,صیغہ کو کیسے پہچانے \n,صیغہ کو پہچاننے کے لئے گردانیں یاد رکھیں \nاور گردانوں کے آخر میں آنے والی ضمائر کو سمجھنے کی کوشش کریں \nکچھ مشق بھی ساتھ کریں
1343,ہندوستان کی مسجدوں کے ائمہ عالم ہیں عربی بناییے,ائمہ مساجد الھند علماء یا عالمون  \n
1344,دامت برکاتہم العالیہ کی ترکیب بتادیں,دامت فعل \nبرکات مضاف ھم ضمیر مضاف الیہ مضاف مضاف الیہ ملکر مرکب اضافی ہو کر موصوف العالیہ صفت موصوف صفت ملکر فاعل \nدامت فعل اپنے فاعل سے ملکر جملہ فعلیہ انشائیہ ہوا
1345,منصوبات کیا ہیں مکمل بتاۓ,منصوبات ہماری ایپ میں موجود ہیں \nنحو کی دنیا
1346,الاول منصرف  ہے یا غیر منصرف اگر غیر منصرف ہے تو کون سے دو سبب پائے جا رہے ہیں؟؟,الاول در اصل دو معنی میں استعمال ہوتا ہے ایک ظرف والا اور ایک صفت والا   \nصفت والے کا ترجمہ یوں ہوگا پہلا \nصفت والے معنی میں جب ہوگا تو یہ غیر منصرف ہوگا وصف اور وزن فعل کی وجہ سے \nاور جب ظرفیت کے معنی میں ہوگا تو اس وقت منصرف ہوگا \nظرفیت کا معنی یوں ہوتا ہے شروع میں پہلے
1347,الا انھم ھم السفھاء ۔۔کی ترکیب کریں۔ اور التباس کا مطلب بھی بیان کریں,الا حرف تنبیہ \nان حرف مشبہ بالفعل \nھم ضمیر اس کا اسم \nالسفہاء خبر ہے \nبیچ والی ھم ضمیر ضمیر فصل ہے اس میں دو قول ہیں کہ یا تو اسے ضمیر فصل کہہ کر چھوڑ دیں \nیا پھر اسے مبتدا بنا کر بعد والے اسم کو خبر بنا دیں \nیعنی ھم مبتدا السفہاء خبر مبتدا خبر ملکر پھر پیچھے ان کی خبر \nان اپنے اسم و خبر سے ملکر جملہ اسمیہ خبریہ
1348,مرکب بنائی کسے کہتے ہیں.,مرکب بنائی وہ مرکب جو مبنی ہوتا ہے \nاس کی دو صورتیں ہیں ایک جس اسم کے آخر میں ویہ آ جائے جیسے سیبویہ \nیا جو مرکب کسی حرف کے معنی کو متضمن ہو جیسے احد عشر وغیرہ
1349,اعراب و بناء کی لحاظ سے اسم کی دو قسمیں ہیں. تو بناء کا کیا مطلب  و معنی ھوگا,بناء کا مطلب ہوتا ہے مبنی ہونا
1350,جاری مجری کسے کہتے ھیں ۔,وہ اسم جس کے آخر میں واؤ یا یاء ہو اور ان کا ما قبل ساکن ہو \nجیسے ظَبْیٌ دَلْوٌ
1351,الھُدٰی کی صرفی نحوی تحقیق کیا ہے \nالتَّقْوٰی کی صرفی نحوی تحقیق کیا ہے,الھدی \nمصدر ثلاثی مجرد ناقص یائی از باب ضرب یضرب\nالتقوی اسم جامد ثلاثی مزید فیہ لفیف مفروق \nاصل میں الوقوی تھا واؤ کو خلاف قیاس تاء سے بدل دیا تو تقوی ہوگیا \nحرف اصلی و ق ی \nالف مقصورہ آخر والا زائدہ ہے
1352,لم تسطع میں تاء استفعال کیوں گرگئی؟قاعدہ بتادے,لم تسطع یہ فصیح لغت ہے \nلم تسطع میں تاء کو کثرت استعمال سے حذف کیا گیا ہے \nاسی طرح کبھی تاء کے بجائے طاء کو بھی حذف کیا جاتا ہے بحوالہ شافیہ
1353,ایام صیغہ اور تعلیل بیان کر دیں,صیغہ جمع مکسر اسم جامد ثلاثی مزید فیہ لفیف مقرون \nمادہ ی و م \nقاعدہ نمبر 11\nہر وہ واو جو دوسرے حرف سے بدلی ہوئی نہ ہو اگر کسی غیر ملحق کلمہ میں ياء کے ساتھ جمع ہو جائے اور ان میں پہلا حرف (واو ہو یا یاء) ساکن ہو تو واو کو یاء سے بدل کر یا کا یاء میں ادغام کرنا واجب ہے\n\nاصل میں ایوام تھا مذکورہ بالا قاعدہ کے مطابق واو کو یاء سے بدل کر یاء کا یاء میں ادغام کیا تو ایام ہو گیا \n
1354,انتم کیا ہے ؟  اسم ہے فعل ہے یا حرف ہے,اسم ہے ضمیر مرفوع منفصل کا ایک صیغہ ہے
1355,فاعل کی علامت تحریر کریں,فاعل کی علامت: ہر فعل جیسا کہ ماضی مضارع امر جن کے آخر میں ضمائر ہوتی ہیں وہی ضمائر فاعل ہوتی ہیں \nماضی ا مضارع اور امر نہی کے  دو صیغے واحد غائب مذکر و مونث میں فاعل اسم ظاہر بھی ہوتا ہے ضمیر بھی فعل کے بعد جو اسم آ رہا ہو جو اس فعل کو سر انجام دینے والا ہو تو وہی فاعل ہوگا \nوگرنہ ضمیر ہوگی \nاس کی پہچان یوں سمجھیں کہ ترجمہ کرتے وقت اگر (اس آ جائے ) تو ضمیر فاعل ہوگی ورنہ اس  اسم ظاہر \nجیسے ضرب زیدا میں ترجمہ ہوگا مارا اس نے زید کو تو یہاں ضرب میں ھو ضمیر فاعل بنے گی\nمضارع امر و نہیں کے تین صیغے واحد مذکر حاضر واحد متکلم و جمع متکلم میں ضمیر ہمیشہ فاعل بنے گی جو فعل میں سے نکالی جائے گی \nیہ چند علامتیں بتائی ہیں لیکن یہ سب سمجھنے کے لیے پریکٹس ضرور کریں صرف یاد کر کے نا چھوڑ دیں
1356,اسم کیسے پہنچانا جاسکتا ہے,اسم کو پہچاننے کے لئے ان کی علامات یاد رکھیں \nاور وہ علامات جہاں پائی جائیں وہ اسم ہوگا \nجیسے الف لام تنوین جمع تثنیہ مذکر و مؤنث ہونا وغیرہ
1357,جملہ کی تحقیق کا طریقہ بتائیے,جملہ کی تحقیق میں پہلے تو لفظ موضوع مرکب تک بتائیں گے \nپھر مرکب مفید \nاس کے بعد جملہ کی قسم اسمیہ یا فعلیہ انشائیہ یا خبریہ وغیرہ بتاتے ہیں
1358,اشرح عن ہذا ۔۔     لا اللتی لنفی الجنس۔۔  وھی الللتی تدل علی نفی الخبر  عن جمیع  الافراد الجنس الواقع بعدھا علی سبیل الاستغراق نصا لا علی سبیل الاحتمال ۔,اس عبارت کا مختصرا مطلب یہ ہے کہ لاء نفی جنس اہنے ما بعد اسم سے خبر کی مطلقا نفی کرتی ہے اور ہر ہر فرد سے نفی کرتا ہے اس میں سے کسی بھی شخص کی تخصیص کا احتمال نہیں ہوتا
1359,نفقہ کی نحوی اجرا کیا ہے\n\n,لفظ موضوع مفرد اسم نکرہ مؤنث واحد معرب مفرد منصرف صحیح اعراب بالحرکت اعراب لفظی
1360,صیغہ کے پہچان کرنے کا طریقہ علامت اور اغلاط بتانے کا اور مثالوں کے ذریعہ پہچاننے کا طریقہ بھی بتا دیں,صیغہ پہچاننے کے لئےگردانیں یاد کریں اور ساتھ مشق کرتے جائیں جہاں سمجھ نا آئے پوچھ لیں \nان شاء اللّٰه جلد آپ کو صیغے نکالنا آ جائے گا
1361,یسمی  کی صرفی تحقیق اور تعلیل\n\n,یسمی صیغہ واحد مذکر غائب فعل مضارع مثبت مجہول ثلاثی مزید فیہ ناقص واوی از باب تفعیل \nاصل میں یسمو تھا واؤ چوتھی جگہ یا اس سے آگے واقع ہو تو اسے یاء سے بدل دینا واجب ہے اسے یاء سے بدلا تو یُسَمَّیُ ہوگیا پھر یاء متحرک ما قبل مفتوح تھا یاء کو الف سے بدلا تو یسمٰی ہوگیا
1362,انصور کون سا فعل ہے\n,انصر صیغہ واحد مذکر حاضر فعل امر حاضر معروف ثلاثی مجرد صحیح از باب نصر ینصر
1363,حُتِّيْه کی صرفی تحقیق کیا ہوگی؟,حتی فعل ہے اور ھاء ضمیر ہے \nحُتَّی صیغہ واحد مؤنث حاضر فعل امر حاضر معروف ثلاثی مجرد مضاعف از باب نصر ینصر \n
1364,مضا ر ع کیسے پہنچنے,گرادنیں یاد کریں پھر پہچان ہوگی
1365,گردانیں کیسے بنائیں,پہلے جو طریقہ فعل کو بنانے کا لکھا ہوا ہے اسے یاد کریں \nپھر جو گردانیں بنی ہوئی ہیں انہیں یاد کریں \nاس کے بعد بنانے کی مشق کریں
1366,الا کون سا صیغہ ہے \n,یہ قرآن پاک میں استعمال ہوا ہے \nالا اسم جامد ثلاثی مجرد مہموز الفاء اور مضاعف ا\nحرف اصلی أ ل ل \nمعنی عہد و پیمان
1367,لا إكْرَاهَ ،کی صرفی تحقیق,اکراہ مصدر ثلاثی مزید فیہ صحیح از باب افعال \nحرف اصلی ک ر ہ \nمصدری معنی : مجبور کرنا \nلا حرف نفی ہے یہ اکراہ کا جزء نہیں
1368,انت طالق ۔۔۔ اس میں طالق مذکر کا صیغہ کیوں لاتے ہیں ؟,یہ مذکر نہیں ہے بلکہ مؤنث یہ ان افعال میں سے ہو جو مؤنث کے ساتھ خاص ہوتے ہیں تو یہ مؤنث ہی ہوتے ہیں
1369,اغتسال کون سا صیغہ ہے,مصدر ثلاثی مزید فیہ صحیح از باب افتعال
1370,فتح یفتح کی ثقیلہ معروف مجہول \n\n,اسی ایپ میں گردان والے سیکشن میں دیکھیں
